HeroHP,DeckAvgAttack,DeckAvgHP,DeckAvgManaCost,DeckMinionCount,DeckSpellCount,DeckHealCount,DeckTotalStatPower,DeckTempo,StartHandSize,Archetype,Is_Victorious
30,4.67,4.5,3.4,18,8,4,165,2.94,4,Midrange,0
30,6.82,7.65,5.3,17,6,7,246,1.89,4,Control,0
30,5.11,4.39,4.07,18,8,4,171,2.46,4,Midrange,1
30,4.82,4.53,3.93,17,6,7,159,2.54,4,Control,0
30,4.4,3.7,3.53,20,6,4,162,2.83,4,Aggro,1
30,5.0,5.41,4.07,17,6,7,177,2.46,4,Control,1
30,5.15,5.25,4.6,20,6,4,208,2.17,4,Aggro,0
30,5.17,5.28,4.73,18,8,4,188,2.11,4,Midrange,1
30,5.39,4.56,3.93,18,8,4,179,2.54,4,Midrange,0
30,3.83,3.94,3.27,18,8,4,140,3.06,4,Midrange,0
30,4.72,4.0,4.07,18,8,4,157,2.46,4,Midrange,1
30,5.44,4.83,4.37,18,8,4,185,2.29,4,Midrange,1
30,5.61,5.33,4.23,18,8,4,197,2.36,4,Midrange,0
30,4.44,4.61,3.7,18,8,4,163,2.7,4,Midrange,0
30,3.65,3.65,3.57,20,6,4,146,2.8,4,Aggro,1
30,5.29,5.06,3.7,17,6,7,176,2.7,4,Control,1
30,4.72,4.17,3.97,18,8,4,160,2.52,4,Midrange,0
30,5.06,5.0,4.43,18,8,4,181,2.26,4,Midrange,1
30,5.0,4.82,4.2,17,6,7,167,2.38,4,Control,0
30,4.47,4.76,3.87,17,6,7,157,2.59,4,Control,0
30,3.83,4.28,3.87,18,8,4,146,2.59,4,Midrange,1
30,4.05,4.1,3.37,20,6,4,163,2.97,4,Aggro,1
30,3.95,3.95,3.87,20,6,4,158,2.59,4,Aggro,0
30,4.75,4.25,3.9,20,6,4,180,2.56,4,Aggro,1
30,4.61,4.11,4.37,18,8,4,157,2.29,4,Midrange,0
30,4.3,4.4,3.7,20,6,4,174,2.7,4,Aggro,1
30,4.67,4.5,3.9,18,8,4,165,2.56,4,Midrange,0
30,5.18,4.82,3.67,17,6,7,170,2.73,4,Control,1
30,6.59,6.65,5.13,17,6,7,225,1.95,4,Control,0
30,4.72,4.67,3.17,18,8,4,169,3.16,4,Midrange,0
30,4.75,4.4,3.83,20,6,4,183,2.61,4,Aggro,1
30,4.4,4.2,3.57,20,6,4,172,2.8,4,Aggro,1
30,5.24,5.47,3.8,17,6,7,182,2.63,4,Control,0
30,4.33,4.28,3.93,18,8,4,155,2.54,4,Midrange,0
30,3.85,4.7,3.9,20,6,4,171,2.56,4,Aggro,1
30,4.83,4.89,4.3,18,8,4,175,2.33,4,Midrange,1
30,6.17,5.33,4.53,18,8,4,207,2.21,4,Midrange,0
30,5.76,5.29,4.23,17,6,7,188,2.36,4,Control,1
30,4.56,4.33,4.13,18,8,4,160,2.42,4,Midrange,0
30,5.53,5.59,4.57,17,6,7,189,2.19,4,Control,1
30,4.45,4.2,3.93,20,6,4,173,2.54,4,Aggro,0
30,5.17,5.22,4.4,18,8,4,187,2.27,4,Midrange,1
30,3.6,3.65,3.43,20,6,4,145,2.91,4,Aggro,0
30,5.18,4.29,4.13,17,6,7,161,2.42,4,Control,0
30,4.67,4.33,4.37,18,8,4,162,2.29,4,Midrange,1
30,5.65,5.88,4.73,17,6,7,196,2.11,4,Control,1
30,4.2,4.35,4.03,20,6,4,171,2.48,4,Aggro,0
30,5.12,4.71,3.87,17,6,7,167,2.59,4,Control,0
30,5.28,6.06,4.93,18,8,4,204,2.03,4,Midrange,1
30,4.45,4.05,4.07,20,6,4,170,2.46,4,Aggro,0
30,3.78,3.61,3.43,18,8,4,133,2.91,4,Midrange,1
30,4.55,3.85,3.77,20,6,4,168,2.65,4,Aggro,0
30,3.55,3.5,3.97,20,6,4,141,2.52,4,Aggro,1
30,4.5,4.17,3.97,18,8,4,156,2.52,4,Midrange,1
30,4.55,3.75,3.93,20,6,4,166,2.54,4,Aggro,0
30,4.17,4.28,3.4,18,8,4,152,2.94,4,Midrange,1
30,4.88,5.35,4.47,17,6,7,174,2.24,4,Control,0
30,4.6,3.5,3.53,20,6,4,162,2.83,4,Aggro,0
30,5.15,5.0,4.33,20,6,4,203,2.31,4,Aggro,1
30,5.28,4.22,3.83,18,8,4,171,2.61,4,Midrange,1
30,4.7,4.65,3.9,20,6,4,187,2.56,4,Aggro,0
30,5.17,5.17,3.73,18,8,4,186,2.68,4,Midrange,1
30,4.33,4.61,4.03,18,8,4,161,2.48,4,Midrange,0
30,4.83,5.06,4.7,18,8,4,178,2.13,4,Midrange,0
30,4.44,4.44,3.97,18,8,4,160,2.52,4,Midrange,1
30,4.15,4.45,3.87,20,6,4,172,2.59,4,Aggro,1
30,3.65,4.15,3.77,20,6,4,156,2.65,4,Aggro,0
30,5.12,5.82,3.83,17,6,7,186,2.61,4,Control,1
30,4.83,4.22,3.77,18,8,4,163,2.65,4,Midrange,0
30,4.88,5.35,3.8,17,6,7,174,2.63,4,Control,1
30,5.24,4.94,4.4,17,6,7,173,2.27,4,Control,0
30,4.55,3.75,3.57,20,6,4,166,2.8,4,Aggro,1
30,3.8,4.25,3.33,20,6,4,161,3.0,4,Aggro,0
30,6.18,6.24,4.6,17,6,7,211,2.17,4,Control,0
30,5.06,5.11,4.47,18,8,4,183,2.24,4,Midrange,1
30,5.53,5.94,4.57,17,6,7,195,2.19,4,Control,0
30,3.85,3.85,3.8,20,6,4,154,2.63,4,Aggro,1
30,4.45,3.5,3.33,20,6,4,159,3.0,4,Aggro,1
30,4.5,4.2,4.07,20,6,4,174,2.46,4,Aggro,0
30,6.18,6.06,4.53,17,6,7,208,2.21,4,Control,0
30,5.28,4.5,4.37,18,8,4,176,2.29,4,Midrange,1
30,5.22,4.67,3.8,18,8,4,178,2.63,4,Midrange,1
30,5.28,4.78,4.4,18,8,4,181,2.27,4,Midrange,0
30,6.65,6.53,5.03,17,6,7,224,1.99,4,Control,1
30,3.25,3.45,2.87,20,6,4,134,3.49,4,Aggro,0
30,4.17,3.39,3.63,18,8,4,136,2.75,4,Midrange,1
30,5.22,5.28,4.5,18,8,4,189,2.22,4,Midrange,0
30,5.94,6.22,4.47,18,8,4,219,2.24,4,Midrange,1
30,5.94,5.18,4.53,17,6,7,189,2.21,4,Control,0
30,4.2,4.5,3.5,20,6,4,174,2.86,4,Aggro,1
30,4.22,4.72,4.17,18,8,4,161,2.4,4,Midrange,0
30,5.53,5.76,4.87,17,6,7,192,2.05,4,Control,0
30,4.82,4.53,4.1,17,6,7,159,2.44,4,Control,1
30,4.9,4.65,3.83,20,6,4,191,2.61,4,Aggro,0
30,5.06,5.33,4.1,18,8,4,187,2.44,4,Midrange,1
30,4.72,4.39,3.6,18,8,4,164,2.78,4,Midrange,1
30,4.0,3.9,3.5,20,6,4,158,2.86,4,Aggro,0
30,4.94,5.94,4.07,17,6,7,185,2.46,4,Control,0
30,4.1,3.95,3.4,20,6,4,161,2.94,4,Aggro,1
30,4.05,4.25,3.6,20,6,4,166,2.78,4,Aggro,0
30,6.41,6.06,5.0,17,6,7,212,2.0,4,Control,1
30,5.76,4.71,4.2,17,6,7,178,2.38,4,Control,0
30,4.76,4.71,3.9,17,6,7,161,2.56,4,Control,1
30,4.94,5.44,4.67,18,8,4,187,2.14,4,Midrange,1
30,4.56,4.11,3.87,18,8,4,156,2.59,4,Midrange,0
30,5.76,5.65,4.67,17,6,7,194,2.14,4,Control,1
30,7.0,6.41,5.03,17,6,7,228,1.99,4,Control,0
30,5.33,5.61,4.2,18,8,4,197,2.38,4,Midrange,1
30,3.65,4.1,3.4,20,6,4,155,2.94,4,Aggro,0
30,4.05,3.75,3.3,20,6,4,156,3.03,4,Aggro,0
30,6.18,5.94,4.37,17,6,7,206,2.29,4,Control,1
30,4.25,3.85,3.57,20,6,4,162,2.8,4,Aggro,0
30,4.65,4.75,4.07,20,6,4,188,2.46,4,Aggro,1
30,5.06,4.44,3.83,18,8,4,171,2.61,4,Midrange,0
30,5.11,4.94,3.9,18,8,4,181,2.56,4,Midrange,1
30,3.94,4.35,3.4,17,6,7,141,2.94,4,Control,0
30,4.45,4.7,3.6,20,6,4,183,2.78,4,Aggro,1
30,4.65,4.59,4.0,17,6,7,157,2.5,4,Control,1
30,4.67,4.61,4.4,18,8,4,167,2.27,4,Midrange,0
30,6.18,6.24,4.9,17,6,7,211,2.04,4,Control,0
30,5.0,4.45,4.13,20,6,4,189,2.42,4,Aggro,1
30,4.89,4.67,4.1,18,8,4,172,2.44,4,Midrange,1
30,5.28,5.0,4.5,18,8,4,185,2.22,4,Midrange,0
30,4.15,3.6,3.73,20,6,4,155,2.68,4,Aggro,0
30,4.56,5.06,3.67,18,8,4,173,2.73,4,Midrange,1
30,3.89,4.11,3.7,18,8,4,144,2.7,4,Midrange,0
30,4.44,4.67,3.83,18,8,4,164,2.61,4,Midrange,1
30,5.65,5.18,4.5,17,6,7,184,2.22,4,Control,0
30,3.8,3.95,3.1,20,6,4,155,3.23,4,Aggro,1
30,4.2,4.0,3.53,20,6,4,164,2.83,4,Aggro,1
30,5.06,5.35,3.77,17,6,7,177,2.65,4,Control,0
30,4.85,4.05,3.7,20,6,4,178,2.7,4,Aggro,1
30,4.45,3.6,3.3,20,6,4,161,3.03,4,Aggro,0
30,4.0,4.22,3.6,18,8,4,148,2.78,4,Midrange,1
30,3.15,3.1,3.13,20,6,4,125,3.19,4,Aggro,0
30,4.61,5.11,4.03,18,8,4,175,2.48,4,Midrange,1
30,4.7,4.15,3.47,20,6,4,177,2.88,4,Aggro,0
30,4.89,4.33,4.17,18,8,4,166,2.4,4,Midrange,1
30,3.85,3.55,3.2,20,6,4,148,3.12,4,Aggro,0
30,4.8,4.4,4.1,20,6,4,184,2.44,4,Aggro,1
30,4.76,5.0,4.0,17,6,7,166,2.5,4,Control,0
30,5.24,5.82,4.3,17,6,7,188,2.33,4,Control,0
30,4.9,4.75,4.13,20,6,4,193,2.42,4,Aggro,1
30,4.2,3.95,3.77,20,6,4,163,2.65,4,Aggro,0
30,4.2,3.65,3.43,20,6,4,157,2.91,4,Aggro,1
30,4.4,3.9,3.5,20,6,4,166,2.86,4,Aggro,1
30,4.89,4.61,4.03,18,8,4,171,2.48,4,Midrange,0
30,5.0,4.94,4.07,18,8,4,179,2.46,4,Midrange,0
30,5.06,5.39,4.43,18,8,4,188,2.26,4,Midrange,1
30,4.25,4.05,3.97,20,6,4,166,2.52,4,Aggro,1
30,5.18,5.41,4.4,17,6,7,180,2.27,4,Control,0
30,5.0,4.39,4.2,18,8,4,169,2.38,4,Midrange,1
30,3.95,3.9,3.77,20,6,4,157,2.65,4,Aggro,0
30,3.85,3.95,3.27,20,6,4,156,3.06,4,Aggro,1
30,4.2,3.7,3.27,20,6,4,158,3.06,4,Aggro,0
30,6.0,5.47,4.67,17,6,7,195,2.14,4,Control,0
30,5.44,5.67,4.27,18,8,4,200,2.34,4,Midrange,1
30,4.56,4.83,4.03,18,8,4,169,2.48,4,Midrange,1
30,4.78,5.0,4.43,18,8,4,176,2.26,4,Midrange,0
30,6.59,5.47,4.6,17,6,7,205,2.17,4,Control,1
30,5.41,5.24,4.27,17,6,7,181,2.34,4,Control,0
30,4.17,4.22,3.8,18,8,4,151,2.63,4,Midrange,0
30,4.28,3.94,3.43,18,8,4,148,2.91,4,Midrange,1
30,4.25,3.65,3.47,20,6,4,158,2.88,4,Aggro,1
30,4.45,4.05,3.97,20,6,4,170,2.52,4,Aggro,0
30,5.29,5.18,4.27,17,6,7,178,2.34,4,Control,1
30,5.76,6.0,4.57,17,6,7,200,2.19,4,Control,0
30,4.67,4.33,3.8,18,8,4,162,2.63,4,Midrange,1
30,4.88,4.94,3.93,17,6,7,167,2.54,4,Control,0
30,5.0,4.67,4.47,18,8,4,174,2.24,4,Midrange,0
30,5.59,4.35,4.3,17,6,7,169,2.33,4,Control,1
30,4.76,5.29,4.33,17,6,7,171,2.31,4,Control,1
30,4.72,4.89,4.23,18,8,4,173,2.36,4,Midrange,0
30,3.55,3.25,3.1,20,6,4,136,3.23,4,Aggro,0
30,4.55,4.75,3.93,20,6,4,186,2.54,4,Aggro,1
30,4.83,4.72,3.87,18,8,4,172,2.59,4,Midrange,1
30,6.18,6.76,5.63,17,6,7,220,1.78,4,Control,0
30,5.65,6.29,4.37,17,6,7,203,2.29,4,Control,0
30,5.94,6.24,4.23,17,6,7,207,2.36,4,Control,1
30,5.24,5.41,4.5,17,6,7,181,2.22,4,Control,0
30,5.18,5.88,4.13,17,6,7,188,2.42,4,Control,1
30,6.53,6.29,4.7,17,6,7,218,2.13,4,Control,1
30,4.61,4.72,4.07,18,8,4,168,2.46,4,Midrange,0
30,6.94,5.53,5.03,17,6,7,212,1.99,4,Control,0
30,5.4,4.6,4.07,20,6,4,200,2.46,4,Aggro,1
30,4.1,4.5,3.93,20,6,4,172,2.54,4,Aggro,1
30,4.7,4.55,4.17,20,6,4,185,2.4,4,Aggro,0
30,5.0,4.53,3.93,17,6,7,162,2.54,4,Control,0
30,5.0,5.35,4.23,17,6,7,176,2.36,4,Control,1
30,3.75,3.85,3.2,20,6,4,152,3.12,4,Aggro,0
30,5.17,5.61,4.37,18,8,4,194,2.29,4,Midrange,1
30,6.24,6.29,4.9,17,6,7,213,2.04,4,Control,1
30,4.45,4.0,4.03,20,6,4,169,2.48,4,Aggro,0
30,4.76,4.71,3.93,17,6,7,161,2.54,4,Control,0
30,4.39,4.39,3.8,18,8,4,158,2.63,4,Midrange,1
30,5.17,4.5,3.93,18,8,4,174,2.54,4,Midrange,1
30,4.5,5.05,4.27,20,6,4,191,2.34,4,Aggro,0
30,4.94,4.41,4.43,17,6,7,159,2.26,4,Control,1
30,3.85,3.4,3.23,20,6,4,145,3.09,4,Aggro,0
30,5.88,5.53,4.27,17,6,7,194,2.34,4,Control,1
30,3.75,4.15,3.37,20,6,4,158,2.97,4,Aggro,0
30,4.28,4.39,3.7,18,8,4,156,2.7,4,Midrange,0
30,5.0,3.83,4.07,18,8,4,159,2.46,4,Midrange,1
30,5.53,5.88,4.63,17,6,7,194,2.16,4,Control,0
30,4.89,5.61,4.1,18,8,4,189,2.44,4,Midrange,1
30,4.75,4.3,4.03,20,6,4,181,2.48,4,Aggro,0
30,5.22,5.22,4.43,18,8,4,188,2.26,4,Midrange,1
30,4.82,5.0,4.13,17,6,7,167,2.42,4,Control,0
30,4.85,3.95,3.6,20,6,4,176,2.78,4,Aggro,1
30,4.94,5.53,4.57,17,6,7,178,2.19,4,Control,1
30,5.47,5.65,4.33,17,6,7,189,2.31,4,Control,0
30,5.24,5.71,4.27,17,6,7,186,2.34,4,Control,0
30,4.65,4.55,4.13,20,6,4,184,2.42,4,Aggro,1
30,4.17,4.11,4.0,18,8,4,149,2.5,4,Midrange,1
30,3.85,3.8,3.53,20,6,4,153,2.83,4,Aggro,0
30,5.17,4.39,4.17,18,8,4,172,2.4,4,Midrange,0
30,5.44,5.17,4.37,18,8,4,191,2.29,4,Midrange,1
30,4.15,3.6,3.77,20,6,4,155,2.65,4,Aggro,0
30,5.5,4.56,4.5,18,8,4,181,2.22,4,Midrange,1
30,5.22,5.06,4.43,18,8,4,185,2.26,4,Midrange,1
30,5.35,5.59,3.97,17,6,7,186,2.52,4,Control,0
30,3.9,3.55,3.07,20,6,4,149,3.26,4,Aggro,1
30,4.83,4.39,4.07,18,8,4,166,2.46,4,Midrange,0
30,5.22,4.83,4.1,18,8,4,181,2.44,4,Midrange,1
30,4.82,4.82,3.93,17,6,7,164,2.54,4,Control,0
30,4.45,4.0,3.4,20,6,4,169,2.94,4,Aggro,0
30,4.1,3.6,3.37,20,6,4,154,2.97,4,Aggro,1
30,5.88,5.88,4.47,17,6,7,200,2.24,4,Control,0
30,4.33,4.56,3.9,18,8,4,160,2.56,4,Midrange,1
30,4.4,3.9,3.53,20,6,4,166,2.83,4,Aggro,1
30,4.88,4.94,3.97,17,6,7,167,2.52,4,Control,0
30,4.83,4.72,3.9,18,8,4,172,2.56,4,Midrange,1
30,4.94,4.72,4.27,18,8,4,174,2.34,4,Midrange,0
30,3.55,3.55,3.23,20,6,4,142,3.09,4,Aggro,0
30,6.11,4.78,4.57,18,8,4,196,2.19,4,Midrange,1
30,4.33,4.06,3.57,18,8,4,151,2.8,4,Midrange,1
30,6.24,6.65,5.1,17,6,7,219,1.96,4,Control,0
30,4.8,3.35,3.37,20,6,4,163,2.97,4,Aggro,1
30,5.47,5.47,4.03,17,6,7,186,2.48,4,Control,0
30,5.72,5.39,4.63,18,8,4,200,2.16,4,Midrange,0
30,4.45,3.9,3.57,20,6,4,167,2.8,4,Aggro,1
30,5.83,4.83,4.13,18,8,4,192,2.42,4,Midrange,1
30,6.12,6.18,4.6,17,6,7,209,2.17,4,Control,0
30,4.94,5.22,4.7,18,8,4,183,2.13,4,Midrange,1
30,5.06,5.06,4.27,18,8,4,182,2.34,4,Midrange,0
30,4.8,4.85,3.77,20,6,4,193,2.65,4,Aggro,1
30,5.71,6.18,4.67,17,6,7,202,2.14,4,Control,0
30,4.4,3.75,3.57,20,6,4,163,2.8,4,Aggro,1
30,5.67,4.89,4.2,18,8,4,190,2.38,4,Midrange,0
30,5.44,5.06,4.0,18,8,4,189,2.5,4,Midrange,1
30,6.0,5.94,4.63,17,6,7,203,2.16,4,Control,0
30,4.85,4.35,4.23,20,6,4,184,2.36,4,Aggro,0
30,4.4,3.3,3.2,20,6,4,154,3.12,4,Aggro,1
30,4.83,4.78,3.9,18,8,4,173,2.56,4,Midrange,1
30,4.88,4.88,4.23,17,6,7,166,2.36,4,Control,0
30,4.4,3.75,3.47,20,6,4,163,2.88,4,Aggro,1
30,5.65,6.12,4.73,17,6,7,200,2.11,4,Control,0
30,4.2,3.9,3.23,20,6,4,162,3.09,4,Aggro,1
30,3.5,3.33,3.3,18,8,4,123,3.03,4,Midrange,0
30,7.29,5.82,5.1,17,6,7,223,1.96,4,Control,0
30,3.95,4.2,3.6,20,6,4,163,2.78,4,Aggro,1
30,4.35,4.24,3.67,17,6,7,146,2.73,4,Control,0
30,5.5,4.94,4.0,18,8,4,188,2.5,4,Midrange,1
30,4.61,5.28,4.33,18,8,4,178,2.31,4,Midrange,0
30,4.72,4.67,4.13,18,8,4,169,2.42,4,Midrange,1
30,2.9,2.9,2.53,20,6,4,116,3.95,4,Aggro,0
30,4.44,4.94,3.8,18,8,4,169,2.63,4,Midrange,1
30,4.2,4.6,4.07,20,6,4,176,2.46,4,Aggro,1
30,4.45,4.25,3.97,20,6,4,174,2.52,4,Aggro,0
30,6.47,6.29,4.9,17,6,7,217,2.04,4,Control,0
30,4.83,5.56,4.77,18,8,4,187,2.1,4,Midrange,1
30,3.95,3.6,3.5,20,6,4,151,2.86,4,Aggro,1
30,5.25,4.9,4.7,20,6,4,203,2.13,4,Aggro,0
30,4.56,4.33,3.97,18,8,4,160,2.52,4,Midrange,1
30,3.9,4.3,3.77,20,6,4,164,2.65,4,Aggro,0
30,5.82,5.35,4.7,17,6,7,190,2.13,4,Control,0
30,4.78,5.67,3.77,18,8,4,188,2.65,4,Midrange,1
30,5.0,4.89,4.33,18,8,4,178,2.31,4,Midrange,0
30,4.35,3.6,3.93,20,6,4,159,2.54,4,Aggro,1
30,5.82,5.88,4.7,17,6,7,199,2.13,4,Control,0
30,5.22,5.0,4.4,18,8,4,184,2.27,4,Midrange,1
30,7.71,7.59,5.4,17,6,7,260,1.85,4,Control,0
30,5.41,5.29,4.8,17,6,7,182,2.08,4,Control,1
30,3.75,3.65,3.13,20,6,4,148,3.19,4,Aggro,1
30,5.33,5.11,4.3,18,8,4,188,2.33,4,Midrange,0
30,6.0,5.82,4.6,17,6,7,201,2.17,4,Control,1
30,5.0,4.71,3.93,17,6,7,165,2.54,4,Control,0
30,5.59,5.12,4.23,17,6,7,182,2.36,4,Control,1
30,4.17,4.78,4.07,18,8,4,161,2.46,4,Midrange,0
30,5.41,5.47,4.07,17,6,7,185,2.46,4,Control,0
30,3.8,3.65,3.53,20,6,4,149,2.83,4,Aggro,1
30,4.94,4.5,3.57,18,8,4,170,2.8,4,Midrange,1
30,4.17,3.94,3.77,18,8,4,146,2.65,4,Midrange,0
30,4.72,4.44,4.0,18,8,4,165,2.5,4,Midrange,1
30,5.82,5.47,4.4,17,6,7,192,2.27,4,Control,0
30,5.18,4.35,3.93,17,6,7,162,2.54,4,Control,0
30,5.47,5.53,4.8,17,6,7,187,2.08,4,Control,1
30,4.78,5.11,4.07,18,8,4,178,2.46,4,Midrange,1
30,4.89,5.28,4.07,18,8,4,183,2.46,4,Midrange,0
30,4.35,3.55,3.33,20,6,4,158,3.0,4,Aggro,1
30,5.94,5.41,4.37,17,6,7,193,2.29,4,Control,0
30,5.22,5.28,4.37,18,8,4,189,2.29,4,Midrange,1
30,5.0,4.72,4.1,18,8,4,175,2.44,4,Midrange,0
30,4.44,4.67,3.87,18,8,4,164,2.59,4,Midrange,0
30,5.82,5.59,4.57,17,6,7,194,2.19,4,Control,1
30,5.06,4.94,4.67,18,8,4,180,2.14,4,Midrange,1
30,6.18,6.29,4.37,17,6,7,212,2.29,4,Control,0
30,5.11,4.94,4.0,18,8,4,181,2.5,4,Midrange,1
30,4.71,5.18,3.97,17,6,7,168,2.52,4,Control,0
30,5.47,5.76,4.27,17,6,7,191,2.34,4,Control,0
30,5.24,4.88,4.27,17,6,7,172,2.34,4,Control,1
30,3.95,4.3,3.63,20,6,4,165,2.75,4,Aggro,0
30,4.95,4.05,3.83,20,6,4,180,2.61,4,Aggro,1
30,4.17,4.56,3.5,18,8,4,157,2.86,4,Midrange,0
30,4.8,4.6,4.1,20,6,4,188,2.44,4,Aggro,1
30,4.33,4.33,3.83,18,8,4,156,2.61,4,Midrange,0
30,5.22,4.89,4.37,18,8,4,182,2.29,4,Midrange,1
30,4.56,4.22,3.5,18,8,4,158,2.86,4,Midrange,1
30,4.75,4.45,3.87,20,6,4,184,2.59,4,Aggro,0
30,4.94,4.39,3.47,18,8,4,168,2.88,4,Midrange,1
30,5.82,5.88,5.03,17,6,7,199,1.99,4,Control,0
30,3.9,3.65,3.23,20,6,4,151,3.09,4,Aggro,0
30,5.17,4.72,4.5,18,8,4,178,2.22,4,Midrange,1
30,4.11,3.83,4.1,18,8,4,143,2.44,4,Midrange,1
30,5.35,5.41,4.6,17,6,7,183,2.17,4,Control,0
30,4.53,4.41,4.13,17,6,7,152,2.42,4,Control,0
30,5.11,5.78,4.13,18,8,4,196,2.42,4,Midrange,1
30,3.95,3.6,3.57,20,6,4,151,2.8,4,Aggro,0
30,4.67,4.44,3.97,18,8,4,164,2.52,4,Midrange,1
30,6.76,6.59,5.5,17,6,7,227,1.82,4,Control,0
30,5.88,5.18,4.13,17,6,7,188,2.42,4,Control,1
30,3.6,3.7,3.4,20,6,4,146,2.94,4,Aggro,0
30,5.44,5.22,4.73,18,8,4,192,2.11,4,Midrange,1
30,5.28,4.72,4.13,18,8,4,180,2.42,4,Midrange,1
30,5.35,4.88,4.0,17,6,7,174,2.5,4,Control,0
30,6.0,6.17,5.1,18,8,4,219,1.96,4,Midrange,1
30,6.94,6.76,5.67,17,6,7,233,1.76,4,Control,0
30,3.8,4.3,3.73,20,6,4,162,2.68,4,Aggro,1
30,4.11,4.56,3.57,18,8,4,156,2.8,4,Midrange,0
30,5.67,4.72,4.23,18,8,4,187,2.36,4,Midrange,0
30,3.8,3.35,2.87,20,6,4,143,3.49,4,Aggro,1
30,4.5,4.3,4.0,20,6,4,176,2.5,4,Aggro,1
30,4.06,4.17,3.47,18,8,4,148,2.88,4,Midrange,0
30,4.44,4.67,4.33,18,8,4,164,2.31,4,Midrange,1
30,4.33,4.28,3.6,18,8,4,155,2.78,4,Midrange,0
30,3.5,3.94,3.7,18,8,4,134,2.7,4,Midrange,1
30,4.55,4.3,4.2,20,6,4,177,2.38,4,Aggro,0
30,6.47,5.47,4.8,17,6,7,203,2.08,4,Control,0
30,4.94,4.94,3.83,17,6,7,168,2.61,4,Control,1
30,4.85,5.25,4.17,20,6,4,202,2.4,4,Aggro,0
30,5.11,4.94,3.9,18,8,4,181,2.56,4,Midrange,1
30,4.44,4.0,3.8,18,8,4,152,2.63,4,Midrange,0
30,6.35,6.35,4.4,17,6,7,216,2.27,4,Control,1
30,6.0,6.12,4.47,17,6,7,206,2.24,4,Control,1
30,4.89,5.17,4.37,18,8,4,181,2.29,4,Midrange,0
30,3.95,4.5,3.5,20,6,4,169,2.86,4,Aggro,0
30,5.22,4.72,4.17,18,8,4,179,2.4,4,Midrange,1
30,6.29,6.06,5.03,17,6,7,210,1.99,4,Control,1
30,5.28,5.39,4.47,18,8,4,192,2.24,4,Midrange,0
30,5.29,5.06,4.07,17,6,7,176,2.46,4,Control,0
30,4.65,3.95,3.6,20,6,4,172,2.78,4,Aggro,1
30,6.94,6.94,5.2,17,6,7,236,1.92,4,Control,0
30,4.2,4.5,3.53,20,6,4,174,2.83,4,Aggro,1
30,5.11,4.39,3.9,18,8,4,171,2.56,4,Midrange,1
30,4.8,5.0,4.03,20,6,4,196,2.48,4,Aggro,0
30,5.24,5.29,4.17,17,6,7,179,2.4,4,Control,0
30,5.5,5.11,4.2,18,8,4,191,2.38,4,Midrange,1
30,4.45,4.9,3.73,20,6,4,187,2.68,4,Aggro,1
30,5.67,5.33,4.4,18,8,4,198,2.27,4,Midrange,0
30,5.35,5.24,4.17,17,6,7,180,2.4,4,Control,1
30,4.39,4.22,3.53,18,8,4,155,2.83,4,Midrange,0
30,4.83,3.78,3.7,18,8,4,155,2.7,4,Midrange,0
30,5.56,5.11,4.37,18,8,4,192,2.29,4,Midrange,1
30,6.17,5.44,4.63,18,8,4,209,2.16,4,Midrange,0
30,4.55,4.05,3.6,20,6,4,172,2.78,4,Aggro,1
30,4.72,5.0,4.13,18,8,4,175,2.42,4,Midrange,1
30,5.15,4.3,4.27,20,6,4,189,2.34,4,Aggro,0
30,4.39,4.72,3.47,18,8,4,164,2.88,4,Midrange,1
30,4.25,3.9,3.67,20,6,4,163,2.73,4,Aggro,0
30,5.06,4.33,3.6,18,8,4,169,2.78,4,Midrange,1
30,3.9,3.85,3.53,20,6,4,155,2.83,4,Aggro,0
30,5.17,5.17,4.03,18,8,4,186,2.48,4,Midrange,0
30,4.35,3.95,3.7,20,6,4,166,2.7,4,Aggro,1
30,5.29,5.06,4.3,17,6,7,176,2.33,4,Control,1
30,6.41,7.12,5.03,17,6,7,230,1.99,4,Control,0
30,4.72,4.33,4.0,18,8,4,163,2.5,4,Midrange,1
30,5.53,5.41,4.63,17,6,7,186,2.16,4,Control,0
30,4.44,4.0,4.03,18,8,4,152,2.48,4,Midrange,1
30,5.82,6.12,4.23,17,6,7,203,2.36,4,Control,0
30,6.0,5.47,4.43,17,6,7,195,2.26,4,Control,1
30,5.44,5.17,4.4,18,8,4,191,2.27,4,Midrange,0
30,3.3,3.65,2.7,20,6,4,139,3.7,4,Aggro,1
30,3.65,3.4,3.03,20,6,4,141,3.3,4,Aggro,0
30,4.4,4.45,3.73,20,6,4,177,2.68,4,Aggro,1
30,4.8,4.5,4.17,20,6,4,186,2.4,4,Aggro,0
30,4.4,4.1,3.27,20,6,4,170,3.06,4,Aggro,0
30,6.11,5.67,4.37,18,8,4,212,2.29,4,Midrange,1
30,5.71,6.35,4.9,17,6,7,205,2.04,4,Control,0
30,4.15,3.7,3.2,20,6,4,157,3.12,4,Aggro,1
30,4.05,3.6,3.77,20,6,4,153,2.65,4,Aggro,0
30,4.8,4.15,3.63,20,6,4,179,2.75,4,Aggro,1
30,5.29,5.18,4.4,17,6,7,178,2.27,4,Control,0
30,4.6,4.0,3.87,20,6,4,172,2.59,4,Aggro,1
30,5.82,6.0,4.77,17,6,7,201,2.1,4,Control,0
