Atk_Strength,Atk_Magic,Atk_WeaponAttack,Atk_WeaponMagic,Def_Vitality,Def_Spirit,Def_ArmorDefense,Def_ArmorSpirit,Move_Power,Move_Category,Move_Element,Def_ResistElement,Def_AbsorbElement,Damage
35,76,53,21,52,30,40,11,66,Magic,Holy,Holy,None,1753
64,28,43,22,41,20,28,20,32,Physical,None,Wind,None,935
26,69,77,6,68,47,12,9,46,Magic,Poison,Poison,None,776
59,52,24,44,39,65,36,23,54,Magic,Wind,Ice,None,580
37,38,17,11,68,36,45,4,60,Magic,Fire,Fire,None,522
37,38,17,11,42,53,56,8,48,Magic,Earth,Earth,None,374
79,64,16,4,27,28,61,16,32,Physical,None,None,None,361
32,58,19,28,35,67,35,5,66,Magic,Holy,None,Gravity,669
25,70,86,1,40,42,33,13,32,Physical,None,None,None,460
64,28,43,22,62,39,54,25,32,Physical,None,None,None,408
22,25,72,19,41,33,42,22,32,Physical,None,Fire,None,675
37,75,26,35,54,73,56,24,66,Magic,Holy,Holy,None,1928
77,55,56,17,51,69,29,9,32,Physical,None,Gravity,None,654
71,49,28,44,68,67,70,9,50,Magic,Water,None,Lightning,568
71,61,47,9,42,31,50,1,54,Magic,Wind,Wind,None,826
64,22,23,20,24,40,18,6,32,Physical,None,Poison,None,324
51,22,45,23,36,24,60,24,32,Physical,None,Fire,None,360
22,25,72,19,65,37,31,1,32,Physical,None,Gravity,Holy,352
31,79,68,9,36,69,49,2,54,Magic,Wind,Wind,Lightning,1118
31,54,36,12,54,73,56,24,66,Magic,Holy,Holy,None,820
66,56,17,23,40,42,33,13,66,Magic,Holy,None,None,555
25,79,61,33,24,40,18,6,46,Magic,Poison,Poison,None,1443
25,55,40,40,61,21,58,0,66,Magic,Holy,None,None,850
47,75,55,34,38,21,62,14,46,Magic,Poison,Poison,None,1519
45,79,50,19,54,78,58,22,46,Magic,Poison,Poison,None,1036
24,56,62,42,42,80,22,2,48,Magic,Earth,Earth,Holy,1098
36,80,65,33,68,77,47,23,66,Magic,Holy,None,Poison,998
65,48,15,35,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,1264
39,78,43,30,34,32,56,6,66,Magic,Holy,None,None,1070
44,77,50,7,67,20,61,8,66,Magic,Holy,Holy,None,1338
45,36,41,19,63,36,63,15,60,Magic,Fire,Fire,None,615
61,41,15,26,36,79,31,8,66,Magic,Holy,None,None,395
71,61,47,9,63,36,63,15,60,Magic,Fire,Fire,None,927
68,61,90,4,65,37,31,1,32,Physical,None,Gravity,Holy,873
74,36,56,25,55,58,28,0,32,Physical,None,Ice,None,583
27,35,28,7,68,49,31,17,66,Magic,Holy,None,None,213
67,38,38,48,68,77,47,23,66,Magic,Holy,None,Poison,575
66,56,17,23,67,36,25,14,42,Magic,Gravity,Gravity,None,752
22,25,72,19,63,66,38,15,32,Physical,None,Wind,None,321
77,31,68,22,68,31,11,0,32,Physical,None,Water,None,708
54,64,53,27,27,20,13,19,48,Magic,Earth,Earth,None,1038
80,79,50,31,67,36,25,14,42,Magic,Gravity,Gravity,None,1329
45,36,41,19,65,37,31,1,42,Magic,Gravity,Gravity,Holy,424
62,74,17,2,27,28,61,16,66,Magic,Holy,None,None,557
61,72,74,20,25,68,70,13,42,Magic,Gravity,Poison,None,433
75,28,73,47,44,47,39,10,32,Physical,None,Lightning,None,1566
25,79,61,33,63,66,38,15,54,Magic,Wind,Wind,None,1640
59,27,35,8,38,37,10,15,32,Physical,None,None,Poison,365
20,63,80,33,36,24,60,24,60,Magic,Fire,Fire,None,1455
47,75,55,34,63,71,56,5,46,Magic,Poison,Poison,Gravity,1270
51,27,44,36,27,28,61,16,32,Physical,None,None,None,345
64,22,23,20,73,53,34,21,32,Physical,None,Poison,None,310
45,36,41,19,42,44,24,3,54,Magic,Wind,Wind,None,566
27,50,35,4,42,80,22,2,48,Magic,Earth,Earth,Holy,422
47,75,55,34,33,42,19,23,46,Magic,Poison,Poison,Earth,1294
27,50,35,4,36,69,49,2,54,Magic,Wind,Wind,Lightning,509
63,54,82,11,69,44,16,1,32,Physical,None,Gravity,Lightning,1427
32,22,85,27,28,51,62,4,32,Physical,None,Water,None,524
36,80,65,33,62,39,54,25,66,Magic,Holy,None,None,1020
77,33,50,18,36,75,61,15,32,Physical,None,None,None,534
77,33,50,18,36,79,31,8,32,Physical,None,None,None,601
51,22,45,23,51,69,29,9,32,Physical,None,Gravity,None,366
31,79,68,9,34,32,56,6,66,Magic,Holy,None,None,682
77,55,56,17,39,50,40,3,32,Physical,None,None,None,681
58,22,50,37,37,75,58,11,32,Physical,None,None,None,420
28,65,42,21,40,42,33,13,66,Magic,Holy,None,None,663
20,63,80,33,27,28,61,16,66,Magic,Holy,None,None,822
59,52,24,44,54,78,58,22,46,Magic,Poison,Poison,None,973
31,54,36,12,43,40,43,13,66,Magic,Holy,None,None,421
71,61,47,9,36,75,61,15,32,Physical,None,None,None,996
68,53,71,17,31,70,43,13,32,Physical,None,Water,None,1426
27,50,35,4,30,21,69,3,66,Magic,Holy,None,None,344
36,31,70,42,80,24,51,5,46,Magic,Poison,Poison,None,751
25,79,61,33,48,29,49,5,66,Magic,Holy,None,Water,1060
68,61,90,4,65,37,31,1,32,Physical,None,Gravity,Holy,799
20,63,80,33,26,54,54,13,66,Magic,Holy,None,None,761
77,33,50,18,36,69,49,2,32,Physical,None,Wind,Lightning,568
68,53,71,17,27,36,34,25,32,Physical,None,None,None,750
26,69,77,6,41,26,35,7,60,Magic,Ice,Ice,None,1020
44,77,50,7,75,55,26,20,66,Magic,Holy,None,None,607
74,36,56,25,36,69,49,2,30,Magic,Fire,Wind,Lightning,158
49,64,60,49,63,36,63,15,60,Magic,Fire,Fire,None,1841
71,21,74,8,40,42,33,13,32,Physical,None,None,None,716
25,38,39,48,44,47,39,10,60,Magic,Lightning,Lightning,None,1147
62,74,17,2,78,33,69,21,66,Magic,Holy,None,None,578
54,64,53,27,26,54,54,13,66,Magic,Holy,None,None,726
61,37,66,2,77,62,60,0,32,Physical,None,Fire,None,1007
26,69,77,6,34,32,56,6,66,Magic,Holy,None,None,562
67,38,38,48,51,55,44,6,66,Magic,Holy,None,None,638
64,22,23,20,39,50,40,3,32,Physical,None,None,None,606
32,24,48,12,42,34,48,25,32,Physical,None,Holy,None,249
46,67,48,38,68,77,47,23,66,Magic,Holy,None,Poison,803
32,31,62,20,38,21,62,14,46,Magic,Poison,Poison,None,435
63,68,84,40,54,78,58,22,46,Magic,Poison,Poison,None,1276
68,53,71,17,24,53,28,12,60,Magic,Lightning,None,None,402
68,53,71,17,34,20,27,11,32,Physical,None,Ice,None,731
52,54,30,5,40,42,33,13,66,Magic,Holy,None,None,345
58,22,50,37,68,36,45,4,60,Magic,Fire,Fire,None,704
64,28,43,22,30,21,69,3,32,Physical,None,None,None,407
28,65,42,21,49,52,70,17,66,Magic,Holy,None,None,625
54,64,53,27,36,79,31,8,66,Magic,Holy,None,None,677
61,72,74,20,25,68,70,13,46,Magic,Poison,Poison,None,1009
74,36,56,25,38,21,62,14,32,Physical,None,Poison,None,587
68,61,90,4,68,67,70,9,32,Physical,None,None,Lightning,756
35,76,53,21,42,31,50,1,54,Magic,Wind,Wind,None,1325
36,31,70,42,43,40,43,13,66,Magic,Holy,None,None,543
33,71,34,16,24,40,18,6,46,Magic,Poison,Poison,None,926
79,64,16,4,65,37,31,1,42,Magic,Gravity,Gravity,Holy,622
52,75,32,26,63,66,38,15,54,Magic,Wind,Wind,None,1341
66,40,28,31,27,20,13,19,48,Magic,Earth,Earth,None,749
61,41,15,26,75,55,26,20,66,Magic,Holy,None,None,455
25,38,39,48,67,36,25,14,42,Magic,Gravity,Gravity,None,828
46,67,48,38,43,40,43,13,66,Magic,Holy,None,None,878
49,64,60,49,68,31,11,0,50,Magic,Water,Water,None,1760
41,75,39,40,51,37,10,13,46,Magic,Poison,Poison,None,1474
31,79,68,9,54,73,56,24,66,Magic,Holy,Holy,None,1249
71,49,28,44,23,52,20,19,50,Magic,Water,Water,None,1118
47,75,55,34,63,66,38,15,24,Magic,Water,Wind,None,328
51,22,45,23,31,70,43,13,32,Physical,None,Water,None,379
23,49,73,10,24,40,18,6,32,Physical,None,Poison,None,838
51,27,44,36,48,29,49,5,32,Physical,None,None,Water,347
27,50,35,4,37,35,25,1,66,Magic,Holy,None,None,322
28,65,42,21,42,34,48,25,66,Magic,Holy,Holy,None,1336
77,55,56,17,23,52,20,19,32,Physical,None,Water,None,660
20,63,80,33,28,56,29,11,66,Magic,Holy,None,None,770
41,55,50,2,31,70,43,13,50,Magic,Water,Water,None,510
64,22,23,20,65,37,31,1,32,Physical,None,Gravity,Holy,567
64,22,23,20,34,20,27,11,32,Physical,None,Ice,None,645
61,72,74,20,51,67,55,20,32,Physical,None,None,Gravity,598
71,49,28,44,68,47,12,9,46,Magic,Poison,Poison,None,1098
66,40,28,31,63,66,38,15,54,Magic,Wind,Wind,None,725
52,75,32,26,28,56,29,11,66,Magic,Holy,None,None,832
36,80,65,33,23,52,20,19,50,Magic,Water,Water,None,1545
68,53,71,17,51,55,44,6,32,Physical,None,None,None,624
26,69,77,6,42,80,22,2,48,Magic,Earth,Earth,Holy,703
24,56,62,42,54,78,58,22,46,Magic,Poison,Poison,None,977
25,38,39,48,68,49,31,17,66,Magic,Holy,None,None,684
31,79,68,9,39,50,40,3,66,Magic,Holy,None,None,714
45,79,50,19,61,21,58,0,66,Magic,Holy,None,None,880
46,67,48,38,42,31,50,1,54,Magic,Wind,Wind,None,1549
51,27,44,36,54,73,56,24,66,Magic,Holy,Holy,None,697
61,78,55,44,48,29,49,5,66,Magic,Holy,None,Water,1288
37,38,17,11,51,67,18,3,66,Magic,Holy,None,None,267
20,63,80,33,56,31,12,16,46,Magic,Poison,Poison,None,1094
41,75,39,40,42,80,22,2,48,Magic,Earth,Earth,Holy,1467
36,31,70,42,67,36,25,14,42,Magic,Gravity,Gravity,None,692
51,27,44,36,80,24,51,5,46,Magic,Poison,Poison,None,562
64,22,23,20,61,21,58,0,32,Physical,None,None,None,268
31,54,36,12,42,44,24,3,54,Magic,Wind,Wind,None,754
27,38,72,48,48,29,49,5,66,Magic,Holy,None,Water,726
37,38,17,11,37,35,25,1,66,Magic,Holy,None,None,275
44,77,50,7,39,50,40,3,66,Magic,Holy,None,None,656
65,48,15,35,42,34,48,25,66,Magic,Holy,Holy,None,1222
74,36,56,25,62,39,54,25,32,Physical,None,None,None,1114
64,30,16,43,41,26,35,7,60,Magic,Ice,Ice,None,1003
31,79,68,9,55,58,28,0,60,Magic,Ice,Ice,None,1286
27,38,72,48,39,65,36,23,60,Magic,Ice,Ice,None,1087
27,35,28,7,74,54,65,12,66,Magic,Holy,None,None,209
25,38,39,48,39,50,40,3,66,Magic,Holy,None,None,696
25,70,86,1,61,21,58,0,66,Magic,Holy,None,None,550
32,58,19,28,25,68,70,13,46,Magic,Poison,Poison,None,869
44,77,50,7,61,21,58,0,66,Magic,Holy,None,None,684
43,26,42,3,39,65,36,23,32,Physical,None,Ice,None,616
61,78,55,44,34,32,56,6,66,Magic,Holy,None,None,1255
20,63,80,33,56,31,12,16,46,Magic,Poison,Poison,None,1195
59,40,61,44,38,21,62,14,46,Magic,Poison,Poison,None,951
61,37,66,2,38,21,62,14,32,Physical,None,Poison,None,598
62,74,17,2,63,36,63,15,60,Magic,Fire,Fire,None,1001
77,55,56,17,42,80,22,2,32,Physical,None,Earth,Holy,647
32,24,48,12,38,37,10,15,32,Physical,None,None,Poison,567
46,41,60,13,25,68,70,13,32,Physical,None,Poison,None,408
46,41,60,13,54,34,42,9,66,Magic,Holy,Holy,None,648
26,69,77,6,36,79,31,8,32,Physical,None,None,None,833
64,22,23,20,36,69,49,2,32,Physical,None,Wind,Lightning,583
59,27,35,8,35,67,35,5,32,Physical,None,None,Gravity,346
68,61,90,4,67,22,38,5,32,Physical,None,Lightning,Gravity,826
25,55,40,40,25,68,70,13,46,Magic,Poison,Poison,None,1095
71,49,28,44,64,73,57,0,60,Magic,Lightning,Lightning,None,1305
47,75,55,34,24,40,18,6,46,Magic,Poison,Poison,None,1476
27,38,72,48,49,52,70,17,66,Magic,Holy,None,None,636
77,33,50,18,26,54,54,13,32,Physical,None,None,None,606
52,54,30,5,42,31,50,1,54,Magic,Wind,Wind,None,615
20,63,80,33,54,78,58,22,46,Magic,Poison,Poison,None,958
63,54,82,11,29,35,59,6,32,Physical,None,Water,None,770
71,21,74,8,34,20,27,11,32,Physical,None,Ice,None,1562
61,72,74,20,40,42,33,13,32,Physical,None,None,None,706
32,24,48,12,31,70,43,13,32,Physical,None,Water,None,271
67,38,38,48,63,66,38,15,54,Magic,Wind,Wind,None,1022
41,55,50,2,31,70,43,13,50,Magic,Water,Water,None,515
66,40,28,31,63,71,56,5,46,Magic,Poison,Poison,Gravity,685
68,61,90,4,23,52,20,19,32,Physical,None,Water,None,880
26,69,77,6,38,21,62,14,46,Magic,Poison,Poison,None,795
52,54,30,5,39,50,40,3,66,Magic,Holy,None,None,354
80,79,50,31,54,78,58,22,46,Magic,Poison,Poison,None,1325
32,31,62,20,68,67,70,9,32,Physical,None,None,Lightning,325
41,75,39,40,29,35,59,6,50,Magic,Water,Water,None,1631
32,31,62,20,30,21,69,3,32,Physical,None,None,None,350
31,54,36,12,68,49,31,17,66,Magic,Holy,None,None,433
32,31,62,20,60,78,27,14,14,Magic,Ice,None,Holy,57
23,49,73,10,54,78,58,22,46,Magic,Poison,Poison,None,471
37,38,17,11,42,34,48,25,66,Magic,Holy,Holy,None,540
66,56,17,23,24,53,28,12,66,Magic,Holy,None,None,580
51,27,44,36,51,67,55,20,32,Physical,None,None,Gravity,354
64,30,16,43,43,40,43,13,66,Magic,Holy,None,None,545
27,38,72,48,37,75,58,11,66,Magic,Holy,None,None,653
51,22,45,23,67,36,25,14,32,Physical,None,Gravity,None,683
32,58,19,28,24,40,18,6,46,Magic,Poison,Poison,None,942
64,30,16,43,39,65,36,23,60,Magic,Ice,Ice,None,823
63,68,84,40,68,49,31,17,32,Physical,None,None,None,710
58,22,50,37,55,25,11,15,32,Physical,None,None,None,974
32,24,48,12,38,37,10,15,32,Physical,None,None,Poison,295
80,79,50,31,54,78,58,22,30,Magic,Ice,Poison,None,417
36,80,65,33,80,24,51,5,46,Magic,Poison,Poison,None,1611
66,56,17,23,63,66,38,15,54,Magic,Wind,Wind,None,883
37,38,17,11,31,20,15,25,66,Magic,Holy,None,None,293
77,33,50,18,54,78,58,22,32,Physical,None,Poison,None,578
32,24,48,12,28,51,62,4,32,Physical,None,Water,None,260
22,25,72,19,27,36,34,25,32,Physical,None,None,None,780
47,75,55,34,68,47,12,9,46,Magic,Poison,Poison,None,1379
54,64,53,27,67,36,25,14,42,Magic,Gravity,Gravity,None,900
31,79,68,9,26,54,54,13,66,Magic,Holy,None,None,661
67,38,38,48,27,20,13,19,48,Magic,Earth,Earth,None,1047
32,22,85,27,55,58,28,0,32,Physical,None,Ice,None,539
77,33,50,18,43,40,43,13,32,Physical,None,None,None,557
27,38,72,48,36,75,61,15,66,Magic,Holy,None,None,614
64,30,16,43,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,1026
54,64,53,27,64,73,57,0,60,Magic,Lightning,Lightning,None,1205
61,37,66,2,41,26,35,7,32,Physical,None,Ice,None,613
31,54,36,12,40,42,33,13,66,Magic,Holy,None,None,446
79,64,16,4,42,34,48,25,30,Magic,Fire,Holy,None,206
59,27,35,8,51,55,44,6,28,Magic,Gravity,None,None,69
32,24,48,12,68,67,70,9,32,Physical,None,None,Lightning,443
77,55,56,17,31,20,15,25,32,Physical,None,None,None,729
66,47,47,36,42,53,56,8,48,Magic,Earth,Earth,None,941
46,41,60,13,36,24,60,24,32,Physical,None,Fire,None,401
61,78,55,44,63,66,38,15,54,Magic,Wind,Wind,None,1849
59,52,24,44,54,78,58,22,46,Magic,Poison,Poison,None,1059
68,53,71,17,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,881
49,64,60,49,31,70,43,13,50,Magic,Water,Water,None,1535
58,22,50,37,67,20,61,8,66,Magic,Holy,Holy,None,735
62,74,17,2,52,30,40,11,66,Magic,Holy,Holy,None,1170
74,36,56,25,30,31,56,0,32,Physical,None,None,None,573
31,54,36,12,68,36,45,4,60,Magic,Fire,Fire,None,861
37,38,17,11,37,35,25,1,66,Magic,Holy,None,None,282
36,80,65,33,39,50,40,3,66,Magic,Holy,None,None,1123
71,49,28,44,26,54,54,13,66,Magic,Holy,None,None,696
58,22,50,37,63,36,63,15,60,Magic,Fire,Fire,None,705
26,69,77,6,63,36,63,15,60,Magic,Fire,Fire,None,988
59,52,24,44,54,78,58,22,46,Magic,Poison,Poison,None,1061
59,27,35,8,51,67,18,3,32,Physical,None,None,None,355
49,64,60,49,51,69,29,9,42,Magic,Gravity,Gravity,None,1207
20,63,80,33,41,33,42,22,60,Magic,Fire,Fire,None,1372
23,49,73,10,52,30,40,11,66,Magic,Holy,Holy,None,789
63,54,82,11,52,30,40,11,32,Physical,None,Holy,None,1513
25,55,40,40,48,29,49,5,66,Magic,Holy,None,Water,860
32,22,85,27,51,67,18,3,32,Physical,None,None,None,519
32,24,48,12,33,42,19,23,32,Physical,None,Poison,Earth,611
64,22,23,20,34,20,27,11,32,Physical,None,Ice,None,315
28,65,42,21,68,67,70,9,66,Magic,Holy,None,Lightning,606
23,49,73,10,37,35,25,1,32,Physical,None,None,None,373
51,22,45,23,54,78,58,22,32,Physical,None,Poison,None,342
65,48,15,35,31,20,15,25,66,Magic,Holy,None,None,638
77,62,58,42,42,34,48,25,66,Magic,Holy,Holy,None,1895
66,40,28,31,37,35,25,1,32,Physical,None,None,None,354
52,75,32,26,27,28,61,16,66,Magic,Holy,None,None,893
61,78,55,44,27,36,34,25,66,Magic,Holy,None,None,1148
58,22,50,37,24,40,18,6,32,Physical,None,Poison,None,476
64,30,16,43,37,75,58,11,66,Magic,Holy,None,None,485
31,79,68,9,54,78,58,22,46,Magic,Poison,Poison,None,873
67,38,38,48,28,56,29,11,66,Magic,Holy,None,None,648
41,75,39,40,23,52,20,19,50,Magic,Water,Water,None,1658
41,55,50,2,56,31,12,16,46,Magic,Poison,Poison,None,511
32,22,85,27,38,37,10,15,32,Physical,None,None,Poison,546
51,22,45,23,67,36,25,14,32,Physical,None,Gravity,None,374
61,41,15,26,69,44,16,1,42,Magic,Gravity,Gravity,Lightning,574
26,69,77,6,63,36,63,15,60,Magic,Fire,Fire,None,946
33,71,34,16,73,53,34,21,46,Magic,Poison,Poison,None,866
36,31,70,42,61,21,58,0,66,Magic,Holy,None,None,521
70,53,59,48,69,44,16,1,42,Magic,Gravity,Gravity,Lightning,1076
47,75,55,34,24,40,18,6,46,Magic,Poison,Poison,None,1347
20,63,80,33,75,55,26,20,66,Magic,Holy,None,None,725
26,69,77,6,68,47,12,9,46,Magic,Poison,Poison,None,737
79,64,16,4,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,911
71,49,28,44,77,62,60,0,46,Magic,Poison,Fire,None,536
80,79,50,31,25,68,70,13,46,Magic,Poison,Poison,None,1373
46,67,48,38,54,78,58,22,46,Magic,Poison,Poison,None,1159
61,37,66,2,74,54,65,12,32,Physical,None,None,None,486
44,77,50,7,24,53,28,12,66,Magic,Holy,None,None,623
26,69,77,6,36,75,61,15,66,Magic,Holy,None,None,514
27,38,72,48,49,52,70,17,66,Magic,Holy,None,None,660
59,27,35,8,54,34,42,9,32,Physical,None,Holy,None,336
63,68,84,40,61,21,58,0,66,Magic,Holy,None,None,1019
79,64,16,4,63,71,56,5,46,Magic,Poison,Poison,Gravity,572
45,79,50,19,35,67,35,5,66,Magic,Holy,None,Gravity,769
68,53,71,17,51,55,44,6,42,Magic,Gravity,None,None,291
37,75,26,35,42,31,50,1,54,Magic,Wind,Wind,None,1674
31,79,68,9,38,37,10,15,66,Magic,Holy,None,Poison,709
52,54,30,5,39,50,40,3,66,Magic,Holy,None,None,377
27,38,72,48,42,80,22,2,48,Magic,Earth,Earth,Holy,908
80,79,50,31,26,54,54,13,66,Magic,Holy,None,None,1031
31,79,68,9,42,53,56,8,48,Magic,Earth,Earth,None,961
27,38,72,48,52,30,40,11,66,Magic,Holy,Holy,None,1426
46,41,29,7,52,30,40,11,66,Magic,Holy,Holy,None,584
52,54,30,5,34,32,56,6,66,Magic,Holy,None,None,398
60,79,51,3,24,53,28,12,66,Magic,Holy,None,None,592
61,41,15,26,68,77,47,23,66,Magic,Holy,None,Poison,389
61,72,74,20,54,78,58,22,46,Magic,Poison,Poison,None,987
66,56,17,23,78,33,69,21,66,Magic,Holy,None,None,606
32,58,19,28,73,53,34,21,46,Magic,Poison,Poison,None,932
25,38,39,48,29,22,63,8,66,Magic,Holy,Holy,Gravity,1473
62,74,17,2,30,21,69,3,66,Magic,Holy,None,None,566
37,38,17,11,79,45,41,3,48,Magic,Earth,Earth,Holy,397
52,54,30,5,80,24,51,5,46,Magic,Poison,Poison,None,545
32,58,19,28,31,20,15,25,66,Magic,Holy,None,None,699
32,31,62,20,27,36,34,25,32,Physical,None,None,None,781
75,28,73,47,78,33,69,21,32,Physical,None,None,None,610
79,64,16,4,63,71,56,5,46,Magic,Poison,Poison,Gravity,628
28,43,75,2,29,22,63,8,66,Magic,Holy,Holy,Gravity,478
52,75,32,26,56,31,12,16,30,Magic,Fire,Poison,None,403
61,41,15,26,68,36,45,4,60,Magic,Fire,Fire,None,888
27,50,35,4,36,75,61,15,66,Magic,Holy,None,None,279
43,26,42,3,26,54,54,13,32,Physical,None,None,None,586
71,21,74,8,39,50,40,3,32,Physical,None,None,None,711
77,62,58,42,68,67,70,9,66,Magic,Holy,None,Lightning,864
25,38,39,48,39,50,40,3,66,Magic,Holy,None,None,690
27,50,35,4,62,39,54,25,66,Magic,Holy,None,None,324
67,38,38,48,51,67,18,3,66,Magic,Holy,None,None,675
47,75,55,34,78,33,69,21,66,Magic,Holy,None,None,974
31,54,36,12,33,42,19,23,46,Magic,Poison,Poison,Earth,581
68,53,71,17,64,73,57,0,32,Physical,None,Lightning,None,616
63,54,82,11,48,29,49,5,32,Physical,None,None,Water,1362
77,62,58,42,68,77,47,23,32,Physical,None,None,Poison,1243
27,50,35,4,28,56,29,11,66,Magic,Holy,None,None,325
33,71,34,16,24,53,28,12,66,Magic,Holy,None,None,648
32,22,85,27,31,70,43,13,32,Physical,None,Water,None,498
27,35,28,7,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,414
22,25,72,19,65,37,31,1,32,Physical,None,Gravity,Holy,326
71,49,28,44,68,67,70,9,66,Magic,Holy,None,Lightning,689
79,76,79,35,51,69,29,9,42,Magic,Gravity,Gravity,None,1295
33,71,34,16,38,21,62,14,28,Magic,Wind,Poison,None,306
32,31,62,20,68,67,70,9,32,Physical,None,None,Lightning,309
28,43,75,2,36,79,31,8,32,Physical,None,None,None,424
77,55,56,17,51,67,18,3,32,Physical,None,None,None,645
32,22,85,27,63,71,56,5,32,Physical,None,Poison,Gravity,450
33,71,34,16,54,73,56,24,66,Magic,Holy,Holy,None,1196
23,49,73,10,42,44,24,3,54,Magic,Wind,Wind,None,582
25,79,61,33,68,36,45,4,60,Magic,Fire,Fire,None,2030
33,71,34,16,68,47,12,9,46,Magic,Poison,Poison,None,917
32,31,62,20,42,44,24,3,54,Magic,Wind,Wind,None,470
71,61,47,9,78,33,69,21,32,Physical,None,None,None,931
74,36,56,25,55,25,11,15,32,Physical,None,None,None,608
68,53,71,17,42,31,50,1,32,Physical,None,Wind,None,1269
33,71,34,16,36,79,31,8,66,Magic,Holy,None,None,599
64,28,43,22,42,80,22,2,32,Physical,None,Earth,Holy,896
27,38,72,48,78,33,69,21,66,Magic,Holy,None,None,633
51,22,45,23,27,20,13,19,32,Physical,None,Earth,None,410
59,40,61,44,42,53,56,8,48,Magic,Earth,Earth,None,946
44,77,50,7,51,67,18,3,66,Magic,Holy,None,None,618
43,26,42,3,42,31,50,1,32,Physical,None,Wind,None,280
77,55,56,17,30,31,56,0,32,Physical,None,None,None,592
65,48,15,35,49,52,70,17,66,Magic,Holy,None,None,627
61,78,55,44,35,67,35,5,66,Magic,Holy,None,Gravity,1205
36,80,65,33,38,37,10,15,66,Magic,Holy,None,Poison,1011
77,33,50,18,33,42,19,23,32,Physical,None,Poison,Earth,1319
35,76,53,21,68,67,70,9,66,Magic,Holy,None,Lightning,814
61,78,55,44,34,20,27,11,60,Magic,Ice,Ice,None,2445
62,74,17,2,31,20,15,25,66,Magic,Holy,None,None,576
59,52,24,44,61,21,58,0,66,Magic,Holy,None,None,879
52,54,30,5,35,67,35,5,66,Magic,Holy,None,Gravity,330
28,65,42,21,27,20,13,19,48,Magic,Earth,Earth,None,1004
77,33,50,18,30,31,56,0,32,Physical,None,None,None,1184
41,55,50,2,63,66,38,15,54,Magic,Wind,Wind,None,545
32,22,85,27,42,53,56,8,32,Physical,None,Earth,None,501
47,75,55,34,68,47,12,9,46,Magic,Poison,Poison,None,1461
46,67,48,38,37,35,25,1,66,Magic,Holy,None,None,931
66,56,17,23,68,49,31,17,66,Magic,Holy,None,None,588
59,52,24,44,64,73,57,0,60,Magic,Ice,Lightning,None,744
37,38,17,11,24,40,18,6,46,Magic,Poison,Poison,None,373
25,79,61,33,26,54,54,13,66,Magic,Holy,None,None,1044
25,55,40,40,54,78,58,22,46,Magic,Poison,Poison,None,960
27,35,28,7,37,35,25,1,66,Magic,Holy,None,None,221
45,79,50,19,68,49,31,17,66,Magic,Holy,None,None,808
23,49,73,10,30,31,56,0,32,Physical,None,None,None,692
52,54,30,5,41,20,28,20,54,Magic,Wind,Wind,None,607
61,41,15,26,68,77,47,23,66,Magic,Holy,None,Poison,390
67,38,38,48,33,42,19,23,46,Magic,Poison,Poison,Earth,874
31,79,68,9,68,77,47,23,66,Magic,Holy,None,Poison,598
51,27,44,36,55,58,28,0,60,Magic,Ice,Ice,None,694
77,31,68,22,75,55,26,20,32,Physical,None,None,None,686
51,22,45,23,67,36,25,14,32,Physical,None,Gravity,None,341
59,40,61,44,36,75,61,15,32,Physical,None,None,None,1073
27,35,28,7,62,39,54,25,66,Magic,Holy,None,None,210
52,75,32,26,30,31,56,0,66,Magic,Holy,None,None,970
68,61,90,4,67,22,38,5,32,Physical,None,Lightning,Gravity,1585
61,72,74,20,25,68,70,13,46,Magic,Poison,Poison,None,951
31,79,68,9,54,73,56,24,66,Magic,Holy,Holy,None,1274
28,43,75,2,44,47,39,10,32,Physical,None,Lightning,None,811
51,22,45,23,79,45,41,3,32,Physical,None,Earth,Holy,671
20,63,80,33,43,40,43,13,66,Magic,Holy,None,None,833
79,64,16,4,34,20,27,11,60,Magic,Ice,Ice,None,926
23,49,73,10,36,75,61,15,32,Physical,None,None,None,356
46,41,29,7,27,20,13,19,48,Magic,Earth,Earth,None,422
32,22,85,27,51,69,29,9,32,Physical,None,Gravity,None,531
33,71,34,16,36,79,31,8,66,Magic,Holy,None,None,602
31,54,36,12,51,67,55,20,66,Magic,Holy,None,Gravity,428
45,79,50,19,43,40,43,13,66,Magic,Holy,None,None,839
64,22,23,20,68,67,70,9,32,Physical,None,None,Lightning,276
41,55,50,2,27,20,13,19,48,Magic,Earth,Earth,None,501
65,48,15,35,40,42,33,13,66,Magic,Holy,None,None,617
74,36,56,25,38,21,62,14,32,Physical,None,Poison,None,618
27,38,72,48,39,65,36,23,60,Magic,Ice,Ice,None,1065
28,43,75,2,42,31,50,1,32,Physical,None,Wind,None,391
45,36,41,19,74,54,65,12,30,Magic,Lightning,None,None,147
22,25,72,19,68,36,45,4,32,Physical,None,Fire,None,327
31,79,68,9,37,35,25,1,66,Magic,Holy,None,None,694
60,79,51,3,51,37,10,13,46,Magic,Poison,Poison,None,860
