event_id,battle_id,seq,turn_no,phase,event_type,command,actor_id,actor_side,actor_slot,actor_name,target_id,target_side,target_slot,target_name,move_name,pokemon_name,hp_current,hp_max,hp_status,delta_hp,effect,source,details_json,raw_args_json,raw_line
smogtours-gen5ou-59402:000113,smogtours-gen5ou-59402,113,5.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,368.0,420.0,,-52.0,,ability: Rough Skin,"{""tags"": [""[from] ability: Rough Skin"", ""[of] p1a: Rikimaru""], ""from"": ""ability: Rough Skin"", ""of"": ""p1a: Rikimaru""}","[""p2a: Hippowdon"", ""368/420"", ""[from] ability: Rough Skin"", ""[of] p1a: Rikimaru""]",|-damage|p2a: Hippowdon|368/420|[from] ability: Rough Skin|[of] p1a: Rikimaru
smogtours-gen5ou-59402:000114,smogtours-gen5ou-59402,114,5.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,298.0,420.0,,-70.0,,item: Rocky Helmet,"{""tags"": [""[from] item: Rocky Helmet"", ""[of] p1a: Rikimaru""], ""from"": ""item: Rocky Helmet"", ""of"": ""p1a: Rikimaru""}","[""p2a: Hippowdon"", ""298/420"", ""[from] item: Rocky Helmet"", ""[of] p1a: Rikimaru""]",|-damage|p2a: Hippowdon|298/420|[from] item: Rocky Helmet|[of] p1a: Rikimaru
smogtours-gen5ou-59402:000115,smogtours-gen5ou-59402,115,5.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""Sandstorm"", ""[upkeep]""]",|-weather|Sandstorm|[upkeep]
smogtours-gen5ou-59402:000116,smogtours-gen5ou-59402,116,5.0,HPChange,HealApplied,-heal,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,324.0,420.0,,26.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p2a: Hippowdon"", ""324/420"", ""[from] item: Leftovers""]",|-heal|p2a: Hippowdon|324/420|[from] item: Leftovers
smogtours-gen5ou-59402:000117,smogtours-gen5ou-59402,117,6.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""6""]",|turn|6
smogtours-gen5ou-59402:000118,smogtours-gen5ou-59402,118,6.0,Action,MoveUsed,move,p1a: Rikimaru,p1,p1a,Rikimaru,p2a: Hippowdon,p2,p2a,Hippowdon,Toxic,,,,,,,,"{""tags"": []}","[""p1a: Rikimaru"", ""Toxic"", ""p2a: Hippowdon""]",|move|p1a: Rikimaru|Toxic|p2a: Hippowdon
smogtours-gen5ou-59402:000119,smogtours-gen5ou-59402,119,6.0,Status,StatusApplied,-status,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,,,,,tox,,"{""tags"": []}","[""p2a: Hippowdon"", ""tox""]",|-status|p2a: Hippowdon|tox
smogtours-gen5ou-59402:000120,smogtours-gen5ou-59402,120,6.0,Action,MoveUsed,move,p2a: Hippowdon,p2,p2a,Hippowdon,p1a: Rikimaru,p1,p1a,Rikimaru,Stealth Rock,,,,,,,,"{""tags"": []}","[""p2a: Hippowdon"", ""Stealth Rock"", ""p1a: Rikimaru""]",|move|p2a: Hippowdon|Stealth Rock|p1a: Rikimaru
smogtours-gen5ou-59402:000121,smogtours-gen5ou-59402,121,6.0,Field,SideConditionStarted,-sidestart,,,,,,,,,,,,,,,p1: Reymedy,,"{""tags"": [""move: Stealth Rock""], ""other"": [""move: Stealth Rock""]}","[""p1: Reymedy"", ""move: Stealth Rock""]",|-sidestart|p1: Reymedy|move: Stealth Rock
smogtours-gen5ou-59402:000122,smogtours-gen5ou-59402,122,6.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""Sandstorm"", ""[upkeep]""]",|-weather|Sandstorm|[upkeep]
smogtours-gen5ou-59402:000123,smogtours-gen5ou-59402,123,6.0,HPChange,HealApplied,-heal,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,350.0,420.0,tox,26.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p2a: Hippowdon"", ""350/420 tox"", ""[from] item: Leftovers""]",|-heal|p2a: Hippowdon|350/420 tox|[from] item: Leftovers
smogtours-gen5ou-59402:000124,smogtours-gen5ou-59402,124,6.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,324.0,420.0,tox,-26.0,,psn,"{""tags"": [""[from] psn""], ""from"": ""psn""}","[""p2a: Hippowdon"", ""324/420 tox"", ""[from] psn""]",|-damage|p2a: Hippowdon|324/420 tox|[from] psn
smogtours-gen5ou-59402:000125,smogtours-gen5ou-59402,125,7.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""7""]",|turn|7
smogtours-gen5ou-59402:000126,smogtours-gen5ou-59402,126,7.0,Spectator,UserLeft,L,,,,Zenadark,,,,,,,,,,,,,,"[""Zenadark""]",|L|Zenadark
smogtours-gen5ou-59402:000127,smogtours-gen5ou-59402,127,7.0,Spectator,UserJoined,J,,,,Fairy Peak,,,,,,,,,,,,,,"[""Fairy Peak""]",|J|Fairy Peak
smogtours-gen5ou-59402:000128,smogtours-gen5ou-59402,128,7.0,Spectator,UserJoined,J,,,,Zenadark,,,,,,,,,,,,,,"[""Zenadark""]",|J|Zenadark
smogtours-gen5ou-59402:000129,smogtours-gen5ou-59402,129,7.0,Switch,PokemonSwitched,switch,p1a: Bonaparte,p1,p1a,Bonaparte,,,,,,"Politoed, M",323.0,323.0,,,,,,"[""p1a: Bonaparte"", ""Politoed, M"", ""323/323""]","|switch|p1a: Bonaparte|Politoed, M|323/323"
smogtours-gen5ou-59402:000130,smogtours-gen5ou-59402,130,7.0,HPChange,DamageApplied,-damage,p1a: Bonaparte,p1,p1a,Bonaparte,,,,,,,283.0,323.0,,-40.0,,Stealth Rock,"{""tags"": [""[from] Stealth Rock""], ""from"": ""Stealth Rock""}","[""p1a: Bonaparte"", ""283/323"", ""[from] Stealth Rock""]",|-damage|p1a: Bonaparte|283/323|[from] Stealth Rock
smogtours-gen5ou-59402:000131,smogtours-gen5ou-59402,131,7.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,RainDance,ability: Drizzle,"{""tags"": [""[from] ability: Drizzle"", ""[of] p1a: Bonaparte""], ""from"": ""ability: Drizzle"", ""of"": ""p1a: Bonaparte""}","[""RainDance"", ""[from] ability: Drizzle"", ""[of] p1a: Bonaparte""]",|-weather|RainDance|[from] ability: Drizzle|[of] p1a: Bonaparte
smogtours-gen5ou-59402:000132,smogtours-gen5ou-59402,132,7.0,Action,MoveUsed,move,p2a: Hippowdon,p2,p2a,Hippowdon,p1a: Bonaparte,p1,p1a,Bonaparte,Earthquake,,,,,,,,"{""tags"": []}","[""p2a: Hippowdon"", ""Earthquake"", ""p1a: Bonaparte""]",|move|p2a: Hippowdon|Earthquake|p1a: Bonaparte
smogtours-gen5ou-59402:000133,smogtours-gen5ou-59402,133,7.0,HPChange,DamageApplied,-damage,p1a: Bonaparte,p1,p1a,Bonaparte,,,,,,,108.0,323.0,,-175.0,,,"{""tags"": []}","[""p1a: Bonaparte"", ""108/323""]",|-damage|p1a: Bonaparte|108/323
smogtours-gen5ou-59402:000134,smogtours-gen5ou-59402,134,7.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,RainDance,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""RainDance"", ""[upkeep]""]",|-weather|RainDance|[upkeep]
smogtours-gen5ou-59402:000135,smogtours-gen5ou-59402,135,7.0,HPChange,HealApplied,-heal,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,350.0,420.0,tox,26.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p2a: Hippowdon"", ""350/420 tox"", ""[from] item: Leftovers""]",|-heal|p2a: Hippowdon|350/420 tox|[from] item: Leftovers
smogtours-gen5ou-59402:000136,smogtours-gen5ou-59402,136,7.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,298.0,420.0,tox,-52.0,,psn,"{""tags"": [""[from] psn""], ""from"": ""psn""}","[""p2a: Hippowdon"", ""298/420 tox"", ""[from] psn""]",|-damage|p2a: Hippowdon|298/420 tox|[from] psn
smogtours-gen5ou-59402:000137,smogtours-gen5ou-59402,137,8.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""8""]",|turn|8
smogtours-gen5ou-59402:000138,smogtours-gen5ou-59402,138,8.0,Switch,PokemonSwitched,switch,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,Rotom-Wash,271.0,271.0,,,,,,"[""p2a: Rotom-Wash"", ""Rotom-Wash"", ""271/271""]",|switch|p2a: Rotom-Wash|Rotom-Wash|271/271
smogtours-gen5ou-59402:000139,smogtours-gen5ou-59402,139,8.0,HPChange,DamageApplied,-damage,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,,238.0,271.0,,-33.0,,Stealth Rock,"{""tags"": [""[from] Stealth Rock""], ""from"": ""Stealth Rock""}","[""p2a: Rotom-Wash"", ""238/271"", ""[from] Stealth Rock""]",|-damage|p2a: Rotom-Wash|238/271|[from] Stealth Rock
smogtours-gen5ou-59402:000140,smogtours-gen5ou-59402,140,8.0,Action,MoveUsed,move,p1a: Bonaparte,p1,p1a,Bonaparte,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,Scald,,,,,,,,"{""tags"": []}","[""p1a: Bonaparte"", ""Scald"", ""p2a: Rotom-Wash""]",|move|p1a: Bonaparte|Scald|p2a: Rotom-Wash
smogtours-gen5ou-59402:000141,smogtours-gen5ou-59402,141,8.0,Event,TypeEffectivenessResisted,-resisted,,,,,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,,,,"{""tags"": []}","[""p2a: Rotom-Wash""]",|-resisted|p2a: Rotom-Wash
smogtours-gen5ou-59402:000142,smogtours-gen5ou-59402,142,8.0,HPChange,DamageApplied,-damage,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,,159.0,271.0,,-79.0,,,"{""tags"": []}","[""p2a: Rotom-Wash"", ""159/271""]",|-damage|p2a: Rotom-Wash|159/271
smogtours-gen5ou-59402:000143,smogtours-gen5ou-59402,143,8.0,Status,StatusApplied,-status,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,,,,,,brn,,"{""tags"": []}","[""p2a: Rotom-Wash"", ""brn""]",|-status|p2a: Rotom-Wash|brn
smogtours-gen5ou-59402:000144,smogtours-gen5ou-59402,144,8.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,RainDance,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""RainDance"", ""[upkeep]""]",|-weather|RainDance|[upkeep]
smogtours-gen5ou-59402:000145,smogtours-gen5ou-59402,145,8.0,HPChange,DamageApplied,-damage,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,,126.0,271.0,brn,-33.0,,brn,"{""tags"": [""[from] brn""], ""from"": ""brn""}","[""p2a: Rotom-Wash"", ""126/271 brn"", ""[from] brn""]",|-damage|p2a: Rotom-Wash|126/271 brn|[from] brn
smogtours-gen5ou-59402:000146,smogtours-gen5ou-59402,146,9.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""9""]",|turn|9
smogtours-gen5ou-59402:000147,smogtours-gen5ou-59402,147,9.0,Switch,PokemonSwitched,switch,p1a: Riou,p1,p1a,Riou,,,,,,Zapdos,383.0,383.0,,,,,,"[""p1a: Riou"", ""Zapdos"", ""383/383""]",|switch|p1a: Riou|Zapdos|383/383
smogtours-gen5ou-59402:000148,smogtours-gen5ou-59402,148,9.0,HPChange,DamageApplied,-damage,p1a: Riou,p1,p1a,Riou,,,,,,,288.0,383.0,,-95.0,,Stealth Rock,"{""tags"": [""[from] Stealth Rock""], ""from"": ""Stealth Rock""}","[""p1a: Riou"", ""288/383"", ""[from] Stealth Rock""]",|-damage|p1a: Riou|288/383|[from] Stealth Rock
smogtours-gen5ou-59402:000149,smogtours-gen5ou-59402,149,9.0,Event,AbilityRevealed,-ability,p1a: Riou,p1,p1a,Riou,,,,,,,,,,,Pressure,,"{""tags"": []}","[""p1a: Riou"", ""Pressure""]",|-ability|p1a: Riou|Pressure
smogtours-gen5ou-59402:000150,smogtours-gen5ou-59402,150,9.0,Action,MoveUsed,move,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,p1a: Riou,p1,p1a,Riou,Hydro Pump,,,,,,,,"{""tags"": []}","[""p2a: Rotom-Wash"", ""Hydro Pump"", ""p1a: Riou""]",|move|p2a: Rotom-Wash|Hydro Pump|p1a: Riou
smogtours-gen5ou-59402:000151,smogtours-gen5ou-59402,151,9.0,HPChange,DamageApplied,-damage,p1a: Riou,p1,p1a,Riou,,,,,,,35.0,383.0,,-253.0,,,"{""tags"": []}","[""p1a: Riou"", ""35/383""]",|-damage|p1a: Riou|35/383
smogtours-gen5ou-59402:000152,smogtours-gen5ou-59402,152,9.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,RainDance,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""RainDance"", ""[upkeep]""]",|-weather|RainDance|[upkeep]
smogtours-gen5ou-59402:000153,smogtours-gen5ou-59402,153,9.0,HPChange,HealApplied,-heal,p1a: Riou,p1,p1a,Riou,,,,,,,58.0,383.0,,23.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p1a: Riou"", ""58/383"", ""[from] item: Leftovers""]",|-heal|p1a: Riou|58/383|[from] item: Leftovers
smogtours-gen5ou-59402:000154,smogtours-gen5ou-59402,154,9.0,HPChange,DamageApplied,-damage,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,,93.0,271.0,brn,-33.0,,brn,"{""tags"": [""[from] brn""], ""from"": ""brn""}","[""p2a: Rotom-Wash"", ""93/271 brn"", ""[from] brn""]",|-damage|p2a: Rotom-Wash|93/271 brn|[from] brn
smogtours-gen5ou-59402:000155,smogtours-gen5ou-59402,155,10.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""10""]",|turn|10
smogtours-gen5ou-59402:000156,smogtours-gen5ou-59402,156,10.0,Action,MoveUsed,move,p1a: Riou,p1,p1a,Riou,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,Thunderbolt,,,,,,,,"{""tags"": []}","[""p1a: Riou"", ""Thunderbolt"", ""p2a: Rotom-Wash""]",|move|p1a: Riou|Thunderbolt|p2a: Rotom-Wash
smogtours-gen5ou-59402:000157,smogtours-gen5ou-59402,157,10.0,HPChange,DamageApplied,-damage,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,,0.0,,fnt,-93.0,,,"{""tags"": []}","[""p2a: Rotom-Wash"", ""0 fnt""]",|-damage|p2a: Rotom-Wash|0 fnt
smogtours-gen5ou-59402:000158,smogtours-gen5ou-59402,158,10.0,KO,PokemonFainted,faint,p2a: Rotom-Wash,p2,p2a,Rotom-Wash,,,,,,,,,,,,,,"[""p2a: Rotom-Wash""]",|faint|p2a: Rotom-Wash
smogtours-gen5ou-59402:000159,smogtours-gen5ou-59402,159,10.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,RainDance,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""RainDance"", ""[upkeep]""]",|-weather|RainDance|[upkeep]
smogtours-gen5ou-59402:000160,smogtours-gen5ou-59402,160,10.0,HPChange,HealApplied,-heal,p1a: Riou,p1,p1a,Riou,,,,,,,81.0,383.0,,23.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p1a: Riou"", ""81/383"", ""[from] item: Leftovers""]",|-heal|p1a: Riou|81/383|[from] item: Leftovers
smogtours-gen5ou-59402:000161,smogtours-gen5ou-59402,161,10.0,Switch,PokemonSwitched,switch,p2a: Latios,p2,p2a,Latios,,,,,,"Latios, M",304.0,304.0,,,,,,"[""p2a: Latios"", ""Latios, M"", ""304/304""]","|switch|p2a: Latios|Latios, M|304/304"
smogtours-gen5ou-59402:000162,smogtours-gen5ou-59402,162,10.0,HPChange,DamageApplied,-damage,p2a: Latios,p2,p2a,Latios,,,,,,,266.0,304.0,,-38.0,,Stealth Rock,"{""tags"": [""[from] Stealth Rock""], ""from"": ""Stealth Rock""}","[""p2a: Latios"", ""266/304"", ""[from] Stealth Rock""]",|-damage|p2a: Latios|266/304|[from] Stealth Rock
smogtours-gen5ou-59402:000163,smogtours-gen5ou-59402,163,11.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""11""]",|turn|11
smogtours-gen5ou-59402:000164,smogtours-gen5ou-59402,164,11.0,Switch,PokemonSwitched,switch,p1a: Zamza,p1,p1a,Zamza,,,,,,"Tentacruel, M",363.0,363.0,,,,,,"[""p1a: Zamza"", ""Tentacruel, M"", ""363/363""]","|switch|p1a: Zamza|Tentacruel, M|363/363"
smogtours-gen5ou-59402:000165,smogtours-gen5ou-59402,165,11.0,HPChange,DamageApplied,-damage,p1a: Zamza,p1,p1a,Zamza,,,,,,,318.0,363.0,,-45.0,,Stealth Rock,"{""tags"": [""[from] Stealth Rock""], ""from"": ""Stealth Rock""}","[""p1a: Zamza"", ""318/363"", ""[from] Stealth Rock""]",|-damage|p1a: Zamza|318/363|[from] Stealth Rock
smogtours-gen5ou-59402:000166,smogtours-gen5ou-59402,166,11.0,Action,MoveUsed,move,p2a: Latios,p2,p2a,Latios,p1a: Zamza,p1,p1a,Zamza,Draco Meteor,,,,,,,,"{""tags"": [""[miss]""], ""miss"": """"}","[""p2a: Latios"", ""Draco Meteor"", ""p1a: Zamza"", ""[miss]""]",|move|p2a: Latios|Draco Meteor|p1a: Zamza|[miss]
smogtours-gen5ou-59402:000167,smogtours-gen5ou-59402,167,11.0,Event,MoveMissed,-miss,p2a: Latios,p2,p2a,Latios,p1a: Zamza,p1,p1a,Zamza,,,,,,,,,"{""tags"": []}","[""p2a: Latios"", ""p1a: Zamza""]",|-miss|p2a: Latios|p1a: Zamza
smogtours-gen5ou-59402:000168,smogtours-gen5ou-59402,168,11.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,RainDance,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""RainDance"", ""[upkeep]""]",|-weather|RainDance|[upkeep]
smogtours-gen5ou-59402:000169,smogtours-gen5ou-59402,169,11.0,HPChange,HealApplied,-heal,p1a: Zamza,p1,p1a,Zamza,,,,,,,340.0,363.0,,22.0,,ability: Rain Dish,"{""tags"": [""[from] ability: Rain Dish""], ""from"": ""ability: Rain Dish""}","[""p1a: Zamza"", ""340/363"", ""[from] ability: Rain Dish""]",|-heal|p1a: Zamza|340/363|[from] ability: Rain Dish
smogtours-gen5ou-59402:000170,smogtours-gen5ou-59402,170,11.0,HPChange,HealApplied,-heal,p1a: Zamza,p1,p1a,Zamza,,,,,,,362.0,363.0,,22.0,,item: Black Sludge,"{""tags"": [""[from] item: Black Sludge""], ""from"": ""item: Black Sludge""}","[""p1a: Zamza"", ""362/363"", ""[from] item: Black Sludge""]",|-heal|p1a: Zamza|362/363|[from] item: Black Sludge
smogtours-gen5ou-59402:000171,smogtours-gen5ou-59402,171,12.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""12""]",|turn|12
smogtours-gen5ou-59402:000172,smogtours-gen5ou-59402,172,12.0,Spectator,UserJoined,J,,,,Steelphoenix,,,,,,,,,,,,,,"[""Steelphoenix""]",|J|Steelphoenix
smogtours-gen5ou-59402:000173,smogtours-gen5ou-59402,173,12.0,Spectator,UserLeft,L,,,,xastify,,,,,,,,,,,,,,"[""xastify""]",|L|xastify
smogtours-gen5ou-59402:000174,smogtours-gen5ou-59402,174,12.0,Action,MoveUsed,move,p2a: Latios,p2,p2a,Latios,p1a: Zamza,p1,p1a,Zamza,Draco Meteor,,,,,,,,"{""tags"": []}","[""p2a: Latios"", ""Draco Meteor"", ""p1a: Zamza""]",|move|p2a: Latios|Draco Meteor|p1a: Zamza
smogtours-gen5ou-59402:000175,smogtours-gen5ou-59402,175,12.0,HPChange,DamageApplied,-damage,p1a: Zamza,p1,p1a,Zamza,,,,,,,35.0,363.0,,-327.0,,,"{""tags"": []}","[""p1a: Zamza"", ""35/363""]",|-damage|p1a: Zamza|35/363
smogtours-gen5ou-59402:000176,smogtours-gen5ou-59402,176,12.0,Event,StatUnboosted,-unboost,p2a: Latios,p2,p2a,Latios,,,,,,,,,,,spa,,"{""amount"": ""2""}","[""p2a: Latios"", ""spa"", ""2""]",|-unboost|p2a: Latios|spa|2
smogtours-gen5ou-59402:000177,smogtours-gen5ou-59402,177,12.0,Action,MoveUsed,move,p1a: Zamza,p1,p1a,Zamza,p2a: Latios,p2,p2a,Latios,Rapid Spin,,,,,,,,"{""tags"": []}","[""p1a: Zamza"", ""Rapid Spin"", ""p2a: Latios""]",|move|p1a: Zamza|Rapid Spin|p2a: Latios
smogtours-gen5ou-59402:000178,smogtours-gen5ou-59402,178,12.0,HPChange,DamageApplied,-damage,p2a: Latios,p2,p2a,Latios,,,,,,,253.0,304.0,,-13.0,,,"{""tags"": []}","[""p2a: Latios"", ""253/304""]",|-damage|p2a: Latios|253/304
smogtours-gen5ou-59402:000179,smogtours-gen5ou-59402,179,12.0,Field,SideConditionEnded,-sideend,,,,,,,,,,,,,,,p1: Reymedy,move: Rapid Spin,"{""tags"": [""Stealth Rock"", ""[from] move: Rapid Spin"", ""[of] p1a: Zamza""], ""from"": ""move: Rapid Spin"", ""of"": ""p1a: Zamza"", ""other"": [""Stealth Rock""]}","[""p1: Reymedy"", ""Stealth Rock"", ""[from] move: Rapid Spin"", ""[of] p1a: Zamza""]",|-sideend|p1: Reymedy|Stealth Rock|[from] move: Rapid Spin|[of] p1a: Zamza
smogtours-gen5ou-59402:000180,smogtours-gen5ou-59402,180,12.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,RainDance,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""RainDance"", ""[upkeep]""]",|-weather|RainDance|[upkeep]
smogtours-gen5ou-59402:000181,smogtours-gen5ou-59402,181,12.0,HPChange,HealApplied,-heal,p1a: Zamza,p1,p1a,Zamza,,,,,,,57.0,363.0,,22.0,,ability: Rain Dish,"{""tags"": [""[from] ability: Rain Dish""], ""from"": ""ability: Rain Dish""}","[""p1a: Zamza"", ""57/363"", ""[from] ability: Rain Dish""]",|-heal|p1a: Zamza|57/363|[from] ability: Rain Dish
smogtours-gen5ou-59402:000182,smogtours-gen5ou-59402,182,12.0,HPChange,HealApplied,-heal,p1a: Zamza,p1,p1a,Zamza,,,,,,,79.0,363.0,,22.0,,item: Black Sludge,"{""tags"": [""[from] item: Black Sludge""], ""from"": ""item: Black Sludge""}","[""p1a: Zamza"", ""79/363"", ""[from] item: Black Sludge""]",|-heal|p1a: Zamza|79/363|[from] item: Black Sludge
smogtours-gen5ou-59402:000183,smogtours-gen5ou-59402,183,13.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""13""]",|turn|13
smogtours-gen5ou-59402:000184,smogtours-gen5ou-59402,184,13.0,Switch,PokemonSwitched,switch,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,"Hippowdon, F",298.0,420.0,tox,,,,,"[""p2a: Hippowdon"", ""Hippowdon, F"", ""298/420 tox""]","|switch|p2a: Hippowdon|Hippowdon, F|298/420 tox"
smogtours-gen5ou-59402:000185,smogtours-gen5ou-59402,185,13.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,272.0,420.0,tox,-26.0,,Stealth Rock,"{""tags"": [""[from] Stealth Rock""], ""from"": ""Stealth Rock""}","[""p2a: Hippowdon"", ""272/420 tox"", ""[from] Stealth Rock""]",|-damage|p2a: Hippowdon|272/420 tox|[from] Stealth Rock
smogtours-gen5ou-59402:000186,smogtours-gen5ou-59402,186,13.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,ability: Sand Stream,"{""tags"": [""[from] ability: Sand Stream"", ""[of] p2a: Hippowdon""], ""from"": ""ability: Sand Stream"", ""of"": ""p2a: Hippowdon""}","[""Sandstorm"", ""[from] ability: Sand Stream"", ""[of] p2a: Hippowdon""]",|-weather|Sandstorm|[from] ability: Sand Stream|[of] p2a: Hippowdon
smogtours-gen5ou-59402:000187,smogtours-gen5ou-59402,187,13.0,Action,MoveUsed,move,p1a: Zamza,p1,p1a,Zamza,p2a: Hippowdon,p2,p2a,Hippowdon,Scald,,,,,,,,"{""tags"": []}","[""p1a: Zamza"", ""Scald"", ""p2a: Hippowdon""]",|move|p1a: Zamza|Scald|p2a: Hippowdon
smogtours-gen5ou-59402:000188,smogtours-gen5ou-59402,188,13.0,Event,TypeEffectivenessSuper,-supereffective,,,,,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,,,"{""tags"": []}","[""p2a: Hippowdon""]",|-supereffective|p2a: Hippowdon
smogtours-gen5ou-59402:000189,smogtours-gen5ou-59402,189,13.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,60.0,420.0,tox,-212.0,,,"{""tags"": []}","[""p2a: Hippowdon"", ""60/420 tox""]",|-damage|p2a: Hippowdon|60/420 tox
smogtours-gen5ou-59402:000190,smogtours-gen5ou-59402,190,13.0,Field,WeatherChanged,-weather,,,,,,,,,,,,,,,Sandstorm,,"{""tags"": [""[upkeep]""], ""upkeep"": """"}","[""Sandstorm"", ""[upkeep]""]",|-weather|Sandstorm|[upkeep]
smogtours-gen5ou-59402:000191,smogtours-gen5ou-59402,191,13.0,HPChange,DamageApplied,-damage,p1a: Zamza,p1,p1a,Zamza,,,,,,,57.0,363.0,,-22.0,,sandstorm,"{""tags"": [""[from] sandstorm""], ""from"": ""sandstorm""}","[""p1a: Zamza"", ""57/363"", ""[from] sandstorm""]",|-damage|p1a: Zamza|57/363|[from] sandstorm
smogtours-gen5ou-59402:000192,smogtours-gen5ou-59402,192,13.0,HPChange,HealApplied,-heal,p1a: Zamza,p1,p1a,Zamza,,,,,,,79.0,363.0,,22.0,,item: Black Sludge,"{""tags"": [""[from] item: Black Sludge""], ""from"": ""item: Black Sludge""}","[""p1a: Zamza"", ""79/363"", ""[from] item: Black Sludge""]",|-heal|p1a: Zamza|79/363|[from] item: Black Sludge
smogtours-gen5ou-59402:000193,smogtours-gen5ou-59402,193,13.0,HPChange,HealApplied,-heal,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,86.0,420.0,tox,26.0,,item: Leftovers,"{""tags"": [""[from] item: Leftovers""], ""from"": ""item: Leftovers""}","[""p2a: Hippowdon"", ""86/420 tox"", ""[from] item: Leftovers""]",|-heal|p2a: Hippowdon|86/420 tox|[from] item: Leftovers
smogtours-gen5ou-59402:000194,smogtours-gen5ou-59402,194,13.0,HPChange,DamageApplied,-damage,p2a: Hippowdon,p2,p2a,Hippowdon,,,,,,,60.0,420.0,tox,-26.0,,psn,"{""tags"": [""[from] psn""], ""from"": ""psn""}","[""p2a: Hippowdon"", ""60/420 tox"", ""[from] psn""]",|-damage|p2a: Hippowdon|60/420 tox|[from] psn
smogtours-gen5ou-59402:000195,smogtours-gen5ou-59402,195,14.0,TurnMarker,TurnStarted,turn,,,,,,,,,,,,,,,,,,"[""14""]",|turn|14
